


                           FOREIGN PURCHASES AND SALES OF LONG-TERM DOMESTIC AND FOREIGN SECURITIES BY TYPE
       Data column titles correspond to column titles in Treasury Bulletin Table CM-VI-4, excluding CM-VI-4 columns (1) and (8).
                                                    All Countries and IROs (99996)
                                                  All amounts in millions of dollars.


                  <------------Gross Purchases by Foreigners------------>     <--------------Gross Sales by Foreigners-------------->
                  <-----------------from U.S. Residents----------------->     <------------------to U.S. Residents------------------>

                   U.S.      U.S.                                              U.S.      U.S.
                Treasury    Gov't      U.S.      U.S.                       Treasury    Gov't      U.S.      U.S.
Cntry            Bonds &   Agency     Corp.     Corp.    Foreign   Foreign   Bonds &   Agency     Corp.     Corp.    Foreign   Foreign
Code    Year-Mo   Notes     Bonds     Bonds    Stocks     Bonds    Stocks     Notes     Bonds     Bonds    Stocks     Bonds    Stocks
99996   1991-09   162,552     7,782     6,714    12,918    24,522    10,015   166,613     6,128     6,184    13,662    25,369    12,213
99996   1991-08   191,140     7,233     7,761    18,112    22,414     9,685   189,909     5,649     5,183    16,318    24,877    13,238
99996   1991-07   153,833     4,613     5,821    16,523    22,542    10,276   152,687     3,548     4,281    15,431    23,298    13,488
99996   1991-06   126,864     5,547     6,775    17,402    19,917    10,094   132,584     4,389     4,490    16,278    21,948    13,721
99996   1991-05   190,212     5,395     8,942    19,222    22,132     8,702   174,988     4,837     7,231    15,883    22,635    12,070
99996   1991-04   170,256     2,355     7,998    20,591    20,914     8,051   168,575     2,730     6,366    17,433    21,224    10,615
99996   1991-03   151,763     5,008     9,806    21,769    40,247    11,166   167,249     3,983     6,676    19,439    41,229    14,666
99996   1991-02   196,727     3,066     5,385    21,712    37,193    10,638   185,186     3,955     5,402    20,619    39,183    13,894
99996   1991-01   164,302     3,794     5,059    10,263    27,307     6,302   160,750     3,107     5,627    11,065    27,413     6,706
99996   1990-12   135,812     4,499     5,717    13,316    33,391     7,268   130,188     3,560     4,330    14,573    38,376     9,368
99996   1990-11   170,918     4,648     6,557    12,557    32,896    10,061   164,957     3,360     4,699    13,373    32,739     8,993
99996   1990-10   158,915     4,211     4,641    11,635    35,240     9,255   160,194     3,290     4,384    15,438    38,060     9,636
99996   1990-09   121,126     3,497     3,901     8,809    25,700     7,523   119,150     4,431     4,957    11,323    26,257     7,072
99996   1990-08   192,974     5,249     6,603    20,913    30,090    12,367   188,578     5,995     7,010    22,227    29,675    12,552
99996   1990-07   148,861     4,008     6,838    17,473    23,373    11,439   143,720     2,857     5,352    16,070    23,941    12,592
99996   1990-06   133,310     4,661     7,838    18,198    25,780    11,070   129,812     3,818     4,789    18,522    27,621    14,078
99996   1990-05   148,646     4,378     4,112    15,242    25,962     9,859   151,684     3,363     3,411    17,675    27,648    12,428
99996   1990-04   139,916     4,613     3,751    11,461    20,457     8,421   136,664     4,998     3,063    12,326    22,012     9,342
99996   1990-03   133,654     4,473     4,844    16,441    22,540    11,822   142,950     4,215     4,811    19,031    31,982    11,953
99996   1990-02   163,833     5,688     4,539    13,554    21,010    10,531   162,972     4,313     3,901    13,765    20,792    11,550
99996   1990-01   171,151     5,359     4,139    13,695    18,668    13,025   170,330     4,819     3,102    14,098    17,953    12,298
99996   1989-12   127,788     6,010     7,693    15,605    18,545     9,914   127,070     4,375     4,966    16,885    18,819    12,318
99996   1989-11   187,127     4,998     6,136    13,833    20,470    10,385   178,972     3,230     3,538    14,951    19,987    10,986
99996   1989-10   204,753     6,089     4,843    22,364    21,268    11,475   207,259     3,237     3,934    20,993    21,906    13,067
99996   1989-09   151,208     3,574     5,030    20,119    18,435     9,892   146,591     2,431     4,806    17,193    20,184    10,315
99996   1989-08   224,582     5,540     5,405    22,128    24,110     9,704   202,554     4,033     5,372    20,959    23,132    11,266
99996   1989-07   205,335     3,479     6,373    17,197    20,703     8,128   206,647     3,141     4,534    15,415    21,691     8,568
99996   1989-06   221,419     3,643     7,230    24,430    21,089     9,350   226,723     3,082     6,242    20,671    22,634    11,817
99996   1989-05   189,260     2,473     5,882    17,928    17,323     8,067   181,925     2,982     5,923    16,868    17,420     9,270
99996   1989-04   143,115     4,441     5,308    14,138    15,572     7,241   143,128     2,677     2,663    14,278    15,770     8,373
99996   1989-03   149,788     4,450     6,002    15,881    23,527     9,538   141,143     3,515     3,608    15,488    24,164     9,925
99996   1989-02   152,710     3,797     5,812    18,486    18,739     8,725   143,714     1,899     2,915    18,536    19,173     8,843
99996   1989-01   140,192     2,959     3,185    11,963    14,994     7,430   137,346     1,756     3,102    11,893    15,384     8,163
99996   1988-12    94,950     2,834     5,606    11,238    20,680     7,486    94,638     1,610     2,853    12,485    22,452     8,600
99996   1988-11   133,022     2,485     5,165    11,983    21,615     7,755   124,374     1,976     2,819    11,875    20,988     8,015
99996   1988-10   133,482     2,792     4,760    13,239    20,619     6,113   131,288     2,044     2,724    14,859    21,559     6,357
99996   1988-09   124,508     3,028     4,422    11,979    25,451     5,114   126,442     1,957     3,626    12,571    25,931     5,189
99996   1988-08   137,844     1,457     4,509    17,373    17,253     6,026   138,222     1,230     2,964    16,712    17,705     6,231
99996   1988-07   114,619     2,368     5,909    19,214    19,562     7,148   113,703     2,204     2,860    18,389    20,088     7,281
99996   1988-06   180,215     2,939     5,402    20,024    17,137     6,436   182,377     1,699     2,891    19,692    17,809     6,623
99996   1988-05   123,070     3,293     4,517    13,668    15,163     5,986   112,008     2,015     1,685    14,746    14,373     5,133
99996   1988-04   113,098     2,396     3,222    15,107    15,617     5,822   109,663     2,263     2,170    13,718    15,741     5,488
99996   1988-03   140,787     2,904     4,896    18,079    16,587     6,727   130,806     2,306     3,288    18,506    17,831     7,455
99996   1988-02   157,300     2,692     3,759    16,351    16,005     5,741   145,185     2,759     3,281    16,729    17,312     6,425
99996   1988-01   107,482     2,222     2,803    12,929    12,833     5,003   102,837     2,610     2,583    12,904    14,166     4,519
99996   1987-12    84,420     3,415     3,240    13,627    12,331     4,905    81,913     2,348     3,084    16,630    13,819     4,064
99996   1987-11   111,189     2,802     2,913    13,627    17,753     7,607   104,809     2,619     2,769    20,325    19,751     6,898
99996   1987-10   127,873     3,828     5,330    30,244    18,119    12,994   129,106     3,214     4,071    27,784    20,715    10,906
99996   1987-09   109,549     3,502     5,160    22,529    13,031     8,829   109,026     2,687     2,242    19,455    13,712     8,349
99996   1987-08   112,731     2,673     4,426    24,807    12,378     8,801   111,621     2,608     3,089    24,579    12,631     9,199
99996   1987-07   113,038     3,441     5,972    23,665    16,380     8,731   112,230     2,880     3,659    21,903    16,996     8,826
99996   1987-06   146,198     4,371     6,060    18,698    25,839     8,874   133,917     3,786     4,530    17,067    23,589     9,176
99996   1987-05   106,449     2,771     6,077    19,649    20,179     8,098   106,733     2,410     4,448    15,972    21,410     7,490
99996   1987-04   115,258     2,999     6,859    20,788    19,071     7,220   118,454     2,918     3,602    17,451    19,900     8,477
99996   1987-03   133,222     4,375     7,752    23,085    16,662     7,154   126,230     4,843     3,435    18,031    17,330     7,935
99996   1987-02   100,815     4,052     4,253    20,748    15,858     7,253   100,666     3,094     2,793    17,663    15,937     7,850
99996   1987-01    76,705     4,598     4,710    17,654    11,489     4,992    77,156     4,374     2,811    15,989    11,248     5,207
99996   1986-12    83,425     3,773     8,207    14,100    16,414     4,573    82,478     3,244     4,498    12,320    16,888     4,525
99996   1986-11    70,351     4,101     5,177    12,033    12,712     4,110    72,773     2,795     3,317    12,086    13,467     3,779
99996   1986-10    87,881     3,195     6,387    10,979    16,301     6,026    85,777     2,908     2,651    12,300    14,243     5,039
99996   1986-09    88,113     3,935     6,300    12,218    15,291     4,929    84,042     3,565     2,097    10,968    17,690     4,399
99996   1986-08    90,288     3,164     6,406    12,050    14,141     4,447    90,231     2,691     2,722    10,598    13,079     4,606
99996   1986-07    85,799     3,775     5,167    13,276    13,671     4,238    86,875     3,131     2,633    11,261    13,305     3,811
99996   1986-06    87,390     2,817     6,144    11,177    15,864     4,037    84,500     1,711     4,020    10,832    14,207     4,027
99996   1986-05    80,847     2,428     9,679    13,245    13,613     3,413    83,664     1,885     3,415    10,388    13,425     3,673
99996   1986-04   127,686     3,696     9,791    15,414    15,409     4,285   118,068     3,294     5,678    11,468    16,671     5,993
99996   1986-03   112,884     2,731     9,801    13,596    12,754     3,664   102,770     2,131     5,347    10,706    15,849     5,050
99996   1986-02    92,375     2,172     7,158    10,650    10,843     2,923    92,985     1,411     3,610     8,870    11,826     3,691
99996   1986-01    77,289     1,318     5,652     9,377     9,979     2,504    80,776     1,361     2,402     7,597    10,028     2,408
99996   1985-12    64,816     2,226     7,464    11,179     8,437     2,746    58,014     1,930     2,548     9,024     8,546     3,164
99996   1985-11    53,554     2,591     9,817     8,414     8,997     2,160    52,386     1,781     2,439     7,143     8,725     2,463
99996   1985-10    36,340     2,137     5,213     7,406     8,535     2,012    36,725     1,274     1,449     6,741     9,299     2,052
99996   1985-09    43,202     2,450     4,973     4,803     6,835     1,564    36,656     2,072     1,515     4,692     7,250     1,782
99996   1985-08    40,360     1,995     3,514     6,371     6,959     1,689    43,722     2,006     1,709     5,721     6,649     1,910
99996   1985-07    50,277     3,029     5,439     7,207     7,203     1,590    45,457     2,122     2,110     6,559     7,750     2,180
99996   1985-06    36,951     1,703     3,580     6,479     6,726     1,638    31,237     1,535     2,354     6,060     7,096     1,808
99996   1985-05    45,229     2,128     4,603     6,517     7,472     1,767    41,984     1,693     1,937     6,419     8,522     1,670
99996   1985-04    39,922     1,461     2,959     5,132     5,170     1,446    35,610     1,289     1,731     4,997     5,865     1,592
99996   1985-03    20,954     1,344     4,143     6,340     4,507     1,396    25,343     1,365     1,221     6,768     5,506     1,858
99996   1985-02    29,721     1,952     5,964     7,107     5,132     1,618    27,391     1,526     1,760     7,168     4,929     2,300
99996   1985-01    37,261     1,945     3,959     5,040     5,244     1,234    34,853     2,027     1,062     5,763     5,075     2,024
99996   1984-12    31,278     1,689     4,759     4,498     4,897     1,170    23,771     1,434     1,504     5,056     6,030     1,400
99996   1984-11    30,939     1,634     3,342     4,837     6,153     1,145    28,709     1,329     1,315     4,774     6,752     1,333
99996   1984-10    31,704     1,654     5,444     4,741     4,394     1,334    28,765     1,634     1,513     5,489     5,622     1,676
99996   1984-09    12,928     1,419     1,961     4,060     4,104       923    16,730     1,261       827     4,910     4,580     1,269
99996   1984-08    25,989     1,316     1,661     7,301     5,498     1,246    19,330     1,268     1,057     7,412     5,636     1,745
99996   1984-07    22,825     2,004       999     3,384     4,229       907    21,073     1,742       750     4,007     4,059       800
99996   1984-06    16,120     1,147       821     4,559     5,164     1,139    16,445     1,004       760     4,919     4,994     1,171
99996   1984-05    16,917     1,003       590     4,843     5,136     1,195    15,481       899       536     5,378     5,827     1,144
99996   1984-04    12,182     1,132       589     4,364     3,880     1,290     9,878     1,196       664     4,056     4,171     1,309
99996   1984-03     7,814     1,388       948     5,900     5,021     1,655     8,340     1,539       492     5,481     5,007     1,510
99996   1984-02    12,624     1,361       636     6,062     4,065     1,548    12,068     1,142       785     5,656     4,066     1,198
99996   1984-01    15,021     1,098       701     5,282     3,479     1,264    14,248     1,220       525     5,677     3,206     1,362
99996   1983-12     7,216       931       767     6,007     3,076     1,132     7,846       851       645     5,736     3,960     1,320
99996   1983-11    11,193     1,336       703     4,848     3,117       914    12,595       807       497     4,789     2,946       940
99996   1983-10    15,149     1,765       772     5,530     3,906     1,150    12,787     1,757       740     5,380     4,106     1,157
99996   1983-09    13,729     1,305       595     5,499     3,760     1,333    12,596     1,506       461     5,103     3,771     1,409
99996   1983-08    12,781     1,199       977     5,185     2,837     1,040    14,154     1,157       839     5,154     3,203     1,250
99996   1983-07     6,431       762       677     5,733     2,565       982     8,105       811       652     5,198     2,754     1,470
99996   1983-06    10,172       842       704     6,852     3,333     1,397     8,609       909       839     6,457     3,095     1,997
99996   1983-05    13,953     1,120     1,338     6,617     2,667     1,081    11,330     1,140     1,149     6,352     3,504     1,723
99996   1983-04     6,864     1,206     1,069     5,931     2,564       978     8,007     1,113       772     5,340     3,088     1,522
99996   1983-03    12,556     1,360       950     7,076     2,814     1,198     9,950     1,556       891     6,153     3,329     1,631
99996   1983-02    10,227     1,063       688     5,317     3,097     1,044     9,632     1,153       644     4,341     3,361     1,268
99996   1983-01     9,412     1,157       714     5,166     2,600     1,032     8,643     1,304       906     4,357     2,462     1,359
99996   1982-12     9,147     1,050     1,011     5,843     2,490       923     7,981     1,303     1,137     4,918     2,894     1,200
99996   1982-11    12,296     1,003     1,051     5,580     2,514       771    11,488     1,225       994     5,239     2,874     1,509
99996   1982-10     8,587     1,280     1,535     5,928     2,614       706     6,885     1,235     1,566     5,671     4,052     1,014
99996   1982-09     9,710     1,020     1,294     4,301     2,755       545     7,369     1,080     1,156     4,397     3,877       705
99996   1982-08    10,725       552       928     3,190     3,012       532     9,861       810       925     2,647     4,410       523
99996   1982-07     7,084       928       776     2,704     1,882       455     5,101       999       634     2,691     2,607       409
99996   1982-06     7,188       721       762     2,167     1,678       616     6,825       549       598     1,868     2,432       542
99996   1982-05     7,101       804     1,223     2,622     2,755       486     6,079       713       490     2,186     2,321       605
99996   1982-04     6,235       979     1,239     2,360     2,205       385     4,782       714       840     2,108     2,253       452
99996   1982-03     7,686       792       815     2,642     2,519       696     5,673       825       683     2,510     3,110       668
99996   1982-02     6,477       479       450     2,525     1,518       521     4,159       533       403     1,989     1,646       487
99996   1982-01     3,757       505       442     2,020     1,226       526     2,471       487       291     1,756     1,334       390
99996   1981-12     6,833       558       649     2,942     1,989       707     6,069       573       485     2,742     2,759       654
99996   1981-11     9,735       465       634     2,694     2,298       635     7,801       671       637     2,497     4,256       765
99996   1981-10     4,351       760       416     2,841     1,553       601     2,876       839       364     2,793     1,663       641
99996   1981-09     5,689       847       493     2,864     1,023       828     4,433       611       474     2,327     1,277       624
99996   1981-08     4,977       642       556     3,157     1,082       838     3,177       596       324     3,210     1,121       825
99996   1981-07     4,125       930     1,001     3,465     1,514       902     2,976       582       274     3,265     2,194       843
99996   1981-06     7,212       954       984     4,483     1,508       907     5,946       953       498     3,419     1,992     1,062
99996   1981-05     5,130       507       391     4,105     1,290       872     4,416       473       196     2,866     1,502       837
99996   1981-04     4,739     1,128       383     4,030     1,124       857     4,371       510       233     3,306     1,755       969
99996   1981-03     7,161       980     1,064     3,965     1,712       775     5,636       956       286     3,319     1,832       969
99996   1981-02     5,192       802       598     2,723     1,316       717     3,423       658       205     2,313     1,276       716
99996   1981-01     3,316     1,056       506     3,419     1,144       701     2,281       643       230     2,798     1,384       682
99996   1980-12     5,754       566       381     4,324     1,787       723     5,557       602       248     3,678     1,569       798
99996   1980-11     4,017       947       246     4,442     1,257       927     3,352       739       164     3,550     1,162       801
99996   1980-10     4,015     1,077       515     4,426     1,654       796     3,335       527       212     3,905     1,865     1,148
99996   1980-09     6,675       301       344     3,570     1,233       695     4,923       317       150     3,316     1,347     1,262
99996   1980-08     3,078       577       510     3,509     1,375       605     3,845       403       187     3,302     1,666       811
99996   1980-07     4,168     1,046       689     3,112     1,732       664     3,477       564       334     2,803     1,411       744
99996   1980-06     7,484       868       996     2,560     1,639       495     5,725       825       326     2,401     2,259       676
99996   1980-05     2,436       849       435     1,984     1,487       457     3,113       890       368     1,967     1,766       558
99996   1980-04     2,427       936       723     1,987     1,077       402     3,337       892       251     1,728     1,095       443
99996   1980-03     3,746     1,062       216     2,745     1,186       680     3,977       619       220     2,382     1,165       678
99996   1980-02     3,543       616       337     4,482     1,382       819     3,200       449       151     3,368     1,453     1,254
99996   1980-01     3,826       879       311     3,158     1,283       635     2,433       337       211     2,470     1,333       872
99996   1979-12     4,673       365       598     2,389     1,147       406     4,129       350       345     2,216     1,472       537
99996   1979-11     3,299       549       176     1,889     1,094       365     4,395       654       259     1,700     1,438       449
99996   1979-10     5,270       620       249     2,442     1,234       467     4,638       430       214     2,411     1,278       665
99996   1979-09     2,632       233       215     2,090       850       420     1,977       143       148     2,030     1,634       760
99996   1979-08     4,810       504       226     2,393     1,611       377     4,216       409       270     2,235     2,219       499
99996   1979-07     5,099       649       220     1,790     1,020       391     3,549       402       234     1,775     1,440       404
99996   1979-06     2,211       739       383     1,872       955       402     1,891       557       261     1,788     1,531       421
99996   1979-05     2,342       488       376     1,573       841       555     3,266       677       246     1,394       826       493
99996   1979-04     3,380       399       195     1,621       903       369     2,748       206       171     1,528       883       363
99996   1979-03     2,073       352       241     1,958     1,195       332     1,563       300       186     1,448     1,240       329
99996   1979-02     1,929       213       240     1,397       956       232     2,551       281       265     1,269     1,321       260
99996   1979-01     3,549       409       232     1,368       856       303     3,480       566       159     1,309     1,378       255
99996   1978-12     1,037       589       306     1,438     1,015       232     1,543       445       119     1,102       975       244
99996   1978-11     2,960       220       217     1,461       856       360     2,736       184       342     1,359     1,318       197
99996   1978-10     4,219       419       309     1,521       924       299     2,809       338       192     1,523     1,612       318
99996   1978-09     2,516       289       321     2,357       774       261     1,877       282       268     2,115       735       330
99996   1978-08     2,853       398       471     2,446       990       383     2,427       266       224     2,680     1,189       331
99996   1978-07     2,663       679       371     1,306       941       333     2,173       261       370     1,297     1,284       323
99996   1978-06     2,965       416       255     2,094     1,110       247     1,695       188       122     1,938     1,746       308
99996   1978-05     2,982       266       514     2,394     1,020       272     3,278       171       193     1,966     1,063       284
99996   1978-04     1,798       162       149     1,864     1,237       407     3,377       160       186     1,150     1,723       262
99996   1978-03     2,627       420       183     1,414       819       337     1,756       450       201       922     1,436       223
99996   1978-02     2,360       344       230       826       597       280     2,082       249        99       762       789       167
99996   1978-01     3,380       325       134     1,024       818       255     1,899       259       119       909     1,454       152
99996   1977-12     2,330       154       179     1,235       885       291     1,467       146       159       945     1,224       232
99996   1977-11     4,803       626       129     1,281       593       214     1,728       120       116       899       921       180
99996   1977-10     4,968       695       241       973       786       247     1,415       174       150       752     1,069       141
99996   1977-09     4,548       280       233     1,012       681       168     1,112       270       194       847     1,335       138
99996   1977-08     4,988       388       315     1,023       799       169       992        51       235       900     1,821       232
99996   1977-07     1,643       439       465     1,373       729       157       436       134       150     1,163       933       422
99996   1977-06     3,253       709       324     1,202       594       167       927       244       191       950     1,372       228
99996   1977-05     1,986       281       332     1,210       561       198     1,098       162       140       978     1,426       211
99996   1977-04     2,739       427       451     1,142       510       153     1,794       107       137       906       578       197
99996   1977-03     3,064       156       190     1,105       573       182     1,559        80       144       976       660       249
99996   1977-02     2,673        69       476     1,167       555       129     1,377        64       164     1,032       941       237
99996   1977-01     1,632       132       258     1,430       776       179     1,122        44       263     1,131       858       198



