


                           FOREIGN PURCHASES AND SALES OF LONG-TERM DOMESTIC AND FOREIGN SECURITIES BY TYPE
       Data column titles correspond to column titles in Treasury Bulletin Table CM-VI-4, excluding CM-VI-4 columns (1) and (8).
                                                    All Countries and IROs (99996)
                                                  All amounts in millions of dollars.


                  <------------Gross Purchases by Foreigners------------>     <--------------Gross Sales by Foreigners-------------->
                  <-----------------from U.S. Residents----------------->     <------------------to U.S. Residents------------------>

                   U.S.      U.S.                                              U.S.      U.S.
                Treasury    Gov't      U.S.      U.S.                       Treasury    Gov't      U.S.      U.S.
Cntry            Bonds &   Agency     Corp.     Corp.    Foreign   Foreign   Bonds &   Agency     Corp.     Corp.    Foreign   Foreign
Code    Year-Mo   Notes     Bonds     Bonds    Stocks     Bonds    Stocks     Notes     Bonds     Bonds    Stocks     Bonds    Stocks
-----   ------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- --------- ---------
99996   2023-01 2,013,010    99,303   170,298 2,203,544 1,894,461   576,790 1,962,067    93,424   167,876 2,231,065 1,886,340   584,779
99996   2022-12 1,640,825   114,602   153,494 2,512,386 1,525,425   625,136 1,620,847   100,655   139,115 2,457,406 1,495,776   605,314
99996   2022-11 1,936,713   118,559   180,586 2,603,147 1,835,847   598,442 1,882,504    96,562   159,077 2,560,240 1,807,234   596,161
99996   2022-10 1,851,099   131,462   160,700 2,374,136 1,677,646   494,188 1,789,192   107,215   158,805 2,398,505 1,666,686   500,990
99996   2022-09 2,042,012   126,686   180,370 2,460,113 1,948,280   517,412 1,981,582    98,418   174,847 2,460,942 1,936,631   504,796
99996   2022-08 2,460,698   116,798   183,556 2,391,818 1,781,059   521,229 2,285,536    98,269   174,052 2,419,212 1,757,496   522,325
99996   2022-07 1,672,877   119,783   165,417 2,012,280 1,650,961   479,973 1,649,858    97,166   156,633 2,072,599 1,614,823   488,885
99996   2022-06 2,025,331   306,002   194,736 2,710,400 1,558,462   648,716 1,966,433   282,284   180,744 2,735,764 1,525,679   630,981
99996   2022-05 2,416,831   320,381   204,690 2,962,272 1,682,411   602,874 2,316,967   283,098   200,228 2,971,422 1,669,255   593,229
99996   2022-04 1,960,674   377,103   208,496 2,518,247 1,475,461   562,976 1,962,063   340,389   186,037 2,525,129 1,446,230   555,493
99996   2022-03 2,771,982   397,474   276,634 3,272,777 1,873,715   848,197 2,723,028   365,082   243,217 3,367,199 1,866,370   852,232
99996   2022-02 2,435,692   445,664   195,421 2,686,492 1,399,828   616,571 2,357,317   424,387   175,094 2,711,866 1,364,485   601,533
99996   2022-01 2,326,066   397,572   179,476 2,840,691 1,273,443   637,272 2,251,447   374,938   171,840 2,891,319 1,250,228   656,162
99996   2021-12 1,948,968   368,531   161,170 3,192,787 1,052,617   687,950 1,904,766   362,281   165,185 3,162,337 1,020,111   682,829
99996   2021-11 2,548,327   390,276   205,040 2,690,540 1,676,551   663,444 2,482,272   370,725   195,215 2,682,188 1,648,673   657,199
99996   2021-10 2,122,388   407,251   230,478 2,322,441 1,582,306   613,024 2,165,910   375,991   218,483 2,344,268 1,549,009   617,160
99996   2021-09 2,027,266   464,027   221,513 2,611,532 1,637,201   674,906 2,025,902   441,301   220,421 2,622,483 1,615,123   684,565
99996   2021-08 2,288,041   457,141   213,470 2,315,323 1,424,571   628,630 2,255,616   439,105   198,667 2,306,690 1,405,915   641,740
99996   2021-07 1,792,198   425,832   199,936 2,304,579 1,626,006   655,211 1,782,006   405,089   210,953 2,338,886 1,592,214   672,759
99996   2021-06 2,431,828   469,193   239,936 2,792,029 1,616,347   729,791 2,420,965   446,451   226,101 2,766,828 1,585,600   722,223
99996   2021-05 1,778,914   415,012   200,411 2,363,698 1,520,757   649,600 1,872,270   377,194   183,101 2,366,054 1,494,492   665,204
99996   2021-04 1,909,671   439,931   210,528 2,288,636 1,661,285   680,972 1,860,099   393,144   200,380 2,301,688 1,624,228   710,622
99996   2021-03 2,647,621   441,854   295,533 3,086,996 1,659,322   956,666 2,528,748   428,062   252,390 3,055,119 1,596,238   965,497
99996   2021-02 2,192,784   376,214   236,124 2,337,447 1,398,621   773,268 2,258,248   346,566   221,618 2,323,282 1,390,039   770,164
99996   2021-01 1,695,583   400,664   208,995 2,309,311 1,268,744   743,333 1,744,597   348,488   190,119 2,297,669 1,233,973   721,082
99996   2020-12 1,525,535   386,127   179,363 2,401,383 1,025,083   724,256 1,546,231   334,891   190,758 2,322,786 1,011,724   713,963
99996   2020-11 1,405,655   372,831   211,208 2,087,461 1,453,187   686,477 1,396,008   319,440   210,341 2,026,358 1,439,993   676,431
99996   2020-10 1,160,657   315,739   213,069 1,868,142 1,577,224   538,721 1,180,730   266,791   234,580 1,844,866 1,567,684   527,830
99996   2020-09 1,284,653   270,221   193,657 2,087,150 1,486,313   555,263 1,262,122   223,973   222,383 2,048,986 1,462,770   548,154
99996   2020-08 1,415,923   261,696   205,197 1,734,928 1,194,481   507,120 1,448,978   223,956   202,896 1,708,352 1,200,077   507,274
99996   2020-07 1,197,988   235,298   168,746 1,821,041 1,414,899   586,204 1,220,775   200,855   223,091 1,804,496 1,402,515   561,157
99996   2020-06 1,665,880   226,989   242,896 2,184,013 1,380,297   677,714 1,636,992   188,969   259,497 2,155,483 1,365,522   658,294
99996   2020-05 1,488,762   270,156   253,511 1,749,612 1,312,645   567,316 1,525,447   267,725   239,901 1,669,871 1,279,607   541,382
99996   2020-04 1,432,753   310,197   264,952 1,757,278 1,397,810   550,504 1,620,314   289,054   253,644 1,762,755 1,388,587   534,029
99996   2020-03 2,671,311   357,281   271,500 3,076,277 1,578,002   855,026 2,982,104   295,793   266,586 3,073,810 1,464,983   854,223
99996   2020-02 1,789,180   267,551   179,213 1,898,680   965,532   522,298 1,786,039   228,122   199,496 1,886,997   956,336   519,141
99996   2020-01 1,712,583   235,201   157,761 1,792,103 1,195,706   502,555 1,685,182   202,939   189,314 1,786,311 1,188,211   522,472
99996   2019-12 1,488,851   234,389   127,400 1,747,189   851,019   483,007 1,446,638   218,507   145,560 1,721,029   830,639   479,756
99996   2019-11 1,403,048   240,820   153,468 1,608,930 1,107,834   483,673 1,442,645   212,509   142,644 1,600,409 1,094,868   477,565
99996   2019-10 1,407,851   220,363   132,117 1,617,621 1,186,583   487,100 1,424,609   188,474   138,704 1,621,860 1,161,802   479,787
99996   2019-09 1,642,652   230,947   157,949 1,525,850 1,281,212   461,178 1,682,681   204,927   143,056 1,517,025 1,256,211   446,779
99996   2019-08 1,671,373   208,264   149,318 1,721,288 1,058,545   475,768 1,709,765   177,761   170,295 1,742,275 1,063,993   469,457
99996   2019-07 1,541,416   210,886   134,939 1,477,596 1,246,885   443,684 1,534,565   171,242   137,694 1,453,395 1,232,982   445,640
99996   2019-06 1,631,605   212,392   149,814 1,516,552 1,112,927   453,561 1,641,527   174,852   140,551 1,490,195 1,099,585   431,948
99996   2019-05 1,647,750   163,672   149,950 1,691,778 1,013,934   502,376 1,679,387   148,799   135,323 1,693,223 1,002,931   504,030
99996   2019-04 1,327,332   200,353   137,744 1,415,983 1,008,766   454,502 1,318,936   175,048   142,709 1,417,010   998,036   454,740
99996   2019-03 1,527,696   161,121   164,484 1,562,951 1,136,958   470,364 1,534,169   156,382   160,567 1,586,590 1,129,908   475,335
99996   2019-02 1,509,992   157,088   147,242 1,308,848   954,445   411,719 1,497,092   134,620   136,500 1,319,515   953,072   403,379
99996   2019-01 1,467,905   340,781   145,955 1,421,261 1,099,956   439,943 1,488,946   317,850   141,046 1,452,817 1,078,998   448,345
99996   2018-12 1,273,590   159,947    90,547 1,514,911   785,584   453,625 1,347,363   144,915   101,358 1,533,091   754,487   441,712
99996   2018-11 1,349,358   167,483   112,104 1,667,600 1,049,657   500,583 1,362,562   147,931   115,755 1,673,264 1,023,401   491,308
99996   2018-10 1,494,564   177,532   127,184 1,907,804 1,028,670   560,233 1,492,844   165,943   124,870 1,929,992   996,053   554,370
99996   2018-09 1,057,882   175,852   107,170 1,342,017   908,042   440,385 1,069,421   146,003   101,108 1,358,930   884,872   440,179
99996   2018-08 1,223,280   160,901   114,463 1,441,440   979,095   487,327 1,160,149   144,897    99,548 1,458,395   923,076   488,798
99996   2018-07 1,122,856   160,150    96,554 1,354,763   890,856   447,630 1,103,918   136,537    90,561 1,368,851   858,003   446,310
99996   2018-06 1,105,441   152,626   123,827 1,511,599   863,321   538,115 1,154,014   132,741   113,646 1,538,647   847,914   544,473
99996   2018-05 1,397,530   152,715   134,753 1,430,294   935,408   493,326 1,370,831   137,495   127,497 1,456,938   909,327   494,349
99996   2018-04 1,207,075   143,881   124,025 1,359,863   918,480   553,204 1,211,851   124,161   122,435 1,353,801   879,919   520,422
99996   2018-03 1,157,036   165,797   151,687 1,489,735   973,037   502,476 1,161,959   140,520   129,317 1,511,312   935,258   496,598
99996   2018-02 1,437,799   163,541   119,173 1,582,505   831,982   499,727 1,394,613   151,720   115,640 1,583,431   835,050   505,234
99996   2018-01 1,237,127   158,024   116,381 1,479,294   986,774   499,772 1,228,777   135,502   119,249 1,444,898   978,777   508,770
99996   2017-12 1,031,767   170,004    91,355 1,345,278   623,911   445,729 1,047,727   153,562    92,616 1,313,495   622,550   454,881
99996   2017-11 1,268,095   168,849   150,904 1,173,571   855,820   461,323 1,286,920   156,582   122,265 1,160,945   834,593   459,880
99996   2017-10 1,249,428   144,526   137,078 1,175,547   861,667   431,608 1,271,692   134,555   126,631 1,163,236   833,902   443,635
99996   2017-09 1,147,920   149,656   140,332 1,153,060   935,595   427,350 1,135,185   140,771   125,877 1,126,802   911,433   431,416
99996   2017-08 1,235,850   147,438   136,439 1,146,372   750,348   417,902 1,218,373   138,202   117,215 1,151,713   718,104   417,547
99996   2017-07 1,069,198   136,108   115,724 1,001,502   737,142   363,014 1,069,688   125,819   112,797 1,013,491   725,461   378,527
99996   2017-06 1,391,303   135,639   130,141 1,218,204   778,555   452,876 1,371,571   118,443   127,334 1,222,676   764,208   468,097
99996   2017-05 1,454,105   142,627   162,426 1,195,575   764,805   426,439 1,407,738   120,283   136,359 1,194,848   754,729   440,095
99996   2017-04   990,140   123,854   107,379   942,389   627,845   320,653 1,012,668   119,631    99,605   928,057   599,623   343,021
99996   2017-03 1,469,954   151,298   151,752 1,161,636   738,689   423,266 1,445,569   152,378   143,026 1,158,139   703,448   426,493
99996   2017-02 1,231,720   168,587   128,388   958,122   594,452   356,984 1,245,195   155,852   110,801   936,698   567,829   363,068
99996   2017-01 1,240,039   175,928    99,127   885,342   595,729   319,309 1,247,213   163,376   105,046   867,658   595,490   326,077
99996   2016-12 1,098,076   153,812    91,671   997,504   484,569   350,229 1,120,579   141,155    87,120 1,005,358   465,289   365,504
99996   2016-11 1,422,785   147,864    98,590 1,131,725   544,651   387,030 1,422,467   132,213    91,314 1,134,483   527,631   383,717
99996   2016-10 1,190,233   151,747   100,172   946,047   520,204   339,811 1,250,001   129,687    95,062   923,493   499,622   342,108
99996   2016-09 1,221,071   161,446    93,440   938,448   556,846   347,310 1,295,400   137,523    92,584   940,294   534,476   346,896
99996   2016-08 1,333,324   166,839   102,621   949,772   433,765   356,944 1,356,109   142,848    82,905   946,663   413,683   356,838
99996   2016-07 1,113,595   166,266   100,772   893,194   478,456   341,787 1,126,345   132,818    84,432   865,288   446,363   340,098
99996   2016-06 1,317,016   147,279   104,649   969,331   428,574   384,937 1,343,769   122,395    96,594   977,155   426,912   394,562
99996   2016-05 1,278,507   147,799   123,422   948,177   440,088   353,575 1,298,371   120,974   103,850   958,372   412,876   351,351
99996   2016-04 1,102,621   129,426    96,061   883,592   530,187   368,503 1,176,521   101,158    95,383   884,404   526,426   386,011
99996   2016-03 1,333,678   149,093   123,563   932,876   518,644   403,421 1,307,242   119,607    98,035   949,055   495,549   413,680
99996   2016-02 1,496,328   139,606   100,140 1,005,582   403,735   394,582 1,485,924   121,097    87,971 1,019,777   359,854   396,252
99996   2016-01 1,208,956   111,681    77,793   934,371   409,313   347,194 1,259,254   105,456    72,932   933,151   381,606   353,988
99996   2015-12 1,100,951   106,462    74,049   906,604   374,836   371,317 1,136,856   104,709    69,526   920,366   355,756   376,063
99996   2015-11 1,257,377   124,807    91,367   896,992   437,566   365,659 1,219,005   110,871    86,313   910,065   448,870   364,002
99996   2015-10 1,248,534   108,367   103,404   959,025   540,653   398,232 1,303,687    98,301    91,300   971,828   504,551   403,022
99996   2015-09 1,435,371   120,643    91,634   875,140   505,440   341,491 1,418,014   116,022    75,994   907,311   470,599   352,138
99996   2015-08 1,419,064   112,778    75,091 1,004,635   429,010   395,404 1,454,030   103,044    65,583 1,016,997   386,537   395,520
99996   2015-07 1,413,923   113,641   104,016 1,074,715   594,110   421,744 1,442,640   103,254    85,001 1,068,346   573,671   438,830
99996   2015-06 1,599,945   119,213   112,031   893,551   606,571   426,027 1,527,935    93,606    98,160   915,694   577,202   439,444
99996   2015-05 1,308,873   118,644   124,487   869,617   549,294   398,751 1,255,515   103,703   100,110   879,511   524,364   410,012
99996   2015-04 1,177,031   140,705    92,021   857,661   522,531   449,634 1,170,590   110,487    87,699   853,223   489,156   470,361
99996   2015-03 1,545,890   119,758   125,308   962,027   507,980   456,977 1,537,853   102,342   113,810   988,972   500,737   469,351
99996   2015-02 1,455,205   107,397   106,384   858,712   409,256   384,117 1,461,354    98,461    97,059   857,866   395,185   391,455
99996   2015-01 1,304,236   101,553    85,238   901,533   459,014   381,416 1,359,223    92,445    79,525   884,962   433,145   394,615
99996   2014-12 1,383,887    87,419    84,244   893,270   346,373   407,187 1,399,489    86,188    77,125   888,362   309,086   402,881
99996   2014-11 1,086,690   122,588   103,923   763,051   318,959   361,159 1,091,523    89,298    78,788   757,280   315,365   390,438
99996   2014-10 1,673,185   101,641   104,125   928,933   441,059   415,825 1,672,646    97,791    96,230   956,174   413,485   429,795
99996   2014-09 1,517,919   114,849   106,121   660,192   452,117   400,931 1,469,780    93,886    87,962   655,757   411,971   374,943
99996   2014-08 1,272,909    91,744    76,596   621,470   318,030   334,699 1,247,205    81,454    83,901   623,615   309,965   317,240
99996   2014-07 1,133,812    96,370    86,420   655,730   372,590   330,547 1,134,640    88,891    93,509   659,227   378,732   339,116
99996   2014-06 1,360,202    93,690    95,139   688,676   442,351   368,084 1,380,998    90,298    98,747   686,065   455,901   355,158
99996   2014-05 1,388,388    84,248    97,225   730,030   427,712   349,981 1,360,357    77,692   104,998   720,230   429,046   367,203
99996   2014-04 1,460,013    83,566    83,414   817,932   415,327   363,285 1,470,602    85,648    91,924   806,738   415,869   391,285
99996   2014-03 1,642,589    76,223    93,812   730,000   436,045   377,796 1,612,735    84,827    86,850   745,266   434,840   435,206
99996   2014-02 1,356,697    79,245    75,305   715,491   352,422   337,998 1,266,242    77,740    77,362   716,379   352,376   339,506
99996   2014-01 1,468,575    83,141    79,774   719,381   428,155   345,229 1,473,162    86,407    84,659   725,076   395,309   357,813
99996   2013-12 1,249,756    87,685    64,894   645,237   287,521   300,713 1,232,903   101,567    71,826   659,885   297,674   319,951
99996   2013-11 1,221,615   106,389    79,315   671,396   356,486   333,897 1,221,738   105,694    81,098   679,320   370,987   338,328
99996   2013-10 1,404,702   110,850    81,520   697,856   419,919   331,855 1,373,769   108,067    75,789   691,044   427,846   344,520
99996   2013-09 1,549,410   114,908    92,351   583,680   373,563   327,382 1,520,830   100,163    84,210   571,188   398,342   334,230
99996   2013-08 1,517,822   117,073    62,995   576,449   325,768   289,425 1,532,151    97,564    63,319   593,329   314,718   301,786
99996   2013-07 1,535,224   134,194    64,106   617,179   358,322   319,499 1,510,526   111,684    64,737   626,680   357,905   335,531
99996   2013-06 1,789,560   136,332    72,840   628,607   355,476   323,026 1,830,385   138,415    81,403   655,739   340,625   326,539
99996   2013-05 1,857,255   112,458   108,479   690,700   381,897   353,064 1,846,241   122,775    99,327   698,939   392,628   369,158
99996   2013-04 1,499,691   121,322    73,239   680,339   389,635   332,118 1,538,465    98,500    78,158   669,329   384,856   349,333
99996   2013-03 1,439,802   112,522    77,085   612,550   367,061   316,465 1,451,005   103,865    83,742   605,304   367,892   343,337
99996   2013-02 1,502,438   110,052    78,118   622,418   328,595   295,500 1,500,142   108,476    68,857   624,940   334,704   314,503
99996   2013-01 1,192,886   114,005    80,006   670,619   373,790   316,046 1,161,128   109,558    72,138   664,576   376,606   335,940
99996   2012-12   975,608   126,485    69,891   601,405   297,498   281,865   945,680   108,354    67,465   576,181   303,728   286,723
99996   2012-11 1,038,864   126,851    67,884   584,514   381,874   245,745 1,014,292   117,388    59,694   561,999   385,100   252,490
99996   2012-10 1,153,222   150,963    86,800   704,344   385,711   280,691 1,139,446   139,026    82,582   700,683   411,239   280,595
99996   2012-09 1,128,198   153,095    76,914   631,231   348,149   273,308 1,148,489   129,065    82,832   606,664   369,815   266,512
99996   2012-08 1,201,235   151,286    82,686   615,879   271,208   249,715 1,162,581   125,576    69,795   610,263   257,796   252,201
99996   2012-07 1,153,090   125,072    58,838   587,103   287,883   269,782 1,096,710   116,572    59,312   578,980   278,998   270,545
99996   2012-06 1,204,424   143,117    57,882   592,995   328,275   273,165 1,170,922   140,834    81,452   595,673   316,625   279,152
99996   2012-05 1,455,952   129,740    70,839   676,546   334,609   304,932 1,381,028   116,841    77,243   674,022   318,368   314,543
99996   2012-04 1,371,489   114,728    62,286   588,638   310,384   304,582 1,324,792   118,890    65,525   586,432   307,158   308,034
99996   2012-03 1,375,527   105,609    83,914   657,870   374,851   344,500 1,358,047   101,743    88,039   652,484   357,522   347,798
99996   2012-02 1,414,209    91,459    82,273   606,659   319,624   324,838 1,401,046    82,300    89,378   599,386   328,207   331,161
99996   2012-01 1,323,135   101,303    69,904   561,403   310,257   281,999 1,235,476    90,162    70,867   557,029   295,890   286,450
99996   2011-12   961,287   104,558    54,533   531,589   256,131   287,238   974,400    77,343    75,247   542,557   227,963   276,918
99996   2011-11 1,364,802   108,975    72,086   575,840   299,820   288,295 1,304,013   102,807    67,251   582,984   297,851   286,943
99996   2011-10 1,375,852   101,249    60,752   634,396   264,710   309,463 1,354,321    96,539    71,329   631,644   266,628   311,653
99996   2011-09 1,523,075   121,204    63,763   635,626   260,216   315,014 1,428,706   114,765    68,699   655,024   262,244   313,022
99996   2011-08 2,117,210    98,874    84,324   901,462   250,806   380,262 2,050,177    91,181    83,523   907,982   258,729   383,420
